Virus	Length	Genes	Viral_Genes	Host_Genes	Provirus	Group	Hallmark_Genes	Viral_Family	Vibrant	Host_MAG	Host_Class
D3_10019481||	3934	2	0	0	No	dsDNAphage	1	Unknown	No	00067-contigs	Bacteroidia
D2_3716_length_3933_cov_78.421244_g1516_i0||	3933	3	1	0	No	RNA	1	Unknown	No	00020-contigs	Cyanobacteriia
D1_3154012||	3932	6	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_4476368||	3932	6	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D2_5098165||	3932	9	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_5475014||	3932	2	0	0	No	dsDNAphage	2	Unknown	No	None	None
D4_5675420||	3932	6	0	0	No	ssDNA	0	Unknown	Yes	00010-contigs	Bacteroidia
D1_4518989||	3931	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_985176||	3931	6	1	1	No	dsDNAphage	1	Unknown	Yes	None	None
D2_3475066||	3931	10	2	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D3_3947746||	3931	10	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_1038034||	3931	3	2	0	No	dsDNAphage	1	Unknown	No	00023-contigs	Gammaproteobacteria
D4_1728053||	3931	6	0	0	No	dsDNAphage	0	Unknown	Yes	00032-contigs	Cyanobacteriia
D4_3590203||	3930	5	1	0	No	dsDNAphage	0	Unknown	Yes	00003-contigs	Bacteroidia
D1_3363321||	3928	7	0	0	No	ssDNA	0	Unknown	Yes	00032-contigs	Bacteroidia
D1_70724||	3928	4	0	1	No	dsDNAphage	2	Unknown	Yes	00052-contigs	Cyanobacteriia
D2_7352580||	3928	11	6	0	No	dsDNAphage	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D1_2901390||	3927	5	4	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_4065074||	3927	4	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_5137049||	3927	11	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4707864||	3926	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3786569||	3926	10	0	0	No	dsDNAphage	0	Unknown	Yes	00052-contigs	Alphaproteobacteria
D3_7215033||	3926	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4059239||	3926	3	3	0	No	dsDNAphage	1	Unknown	No	None	None
D2_8556668||	3925	3	1	0	No	dsDNAphage	1	Unknown	No	00020-contigs	Cyanobacteriia
D2_3526594||	3924	7	0	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Bacteroidia
D3_4483916||	3924	6	2	0	No	dsDNAphage	2	Unknown	Yes	00048-contigs	Cyanobacteriia
D1_3116410||	3922	4	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_60792||	3922	8	4	0	No	dsDNAphage	2	Myoviridae	Yes	00018-contigs	Alphaproteobacteria
D1_753173||	3921	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_1721573||	3921	4	0	1	No	dsDNAphage	1	Unknown	Yes	None	None
D4_2135071||	3921	8	0	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D2_4016859||	3920	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_6992663||	3920	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5271137||	3920	6	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_779910||	3918	13	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_4754887||	3918	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_124217||	3918	8	1	1	Yes	dsDNAphage	0	Unknown	Yes	None	None
D3_614135||	3918	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_9294636||	3918	4	1	0	No	dsDNAphage	1	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_7352056||	3917	2	0	2	No	ssDNA	0	Unknown	No	None	None
D3_4399345||	3917	3	0	1	No	dsDNAphage	0	Unknown	No	None	None
D2_1236316||	3916	3	0	0	No	dsDNAphage	2	Unknown	No	00020-contigs	Cyanobacteriia
D2_2283878||	3916	6	1	0	No	dsDNAphage	3	Unknown	Yes	None	None
D3_2622027||	3916	5	1	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D4_3883151||	3916	3	0	0	No	dsDNAphage	0	Unknown	No	00012-contigs	UBA11346
D1_3807605||	3915	9	2	0	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Bacteroidia
D2_3843712||	3915	9	0	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D2_7308298||	3912	4	0	0	No	ssDNA	0	Unknown	Yes	00021-contigs	Bacteroidia
D3_232868||	3912	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_872492||	3912	4	0	4	No	ssDNA	0	Unknown	No	None	None
D2_7165427||	3911	7	2	0	No	ssDNA	0	Unknown	Yes	None	None
D3_3697492||	3911	5	0	0	No	ssDNA	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D3_44908||	3911	2	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_4996134||	3911	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1249735||	3911	5	0	0	No	dsDNAphage	0	Unknown	Yes	00040-contigs	Gammaproteobacteria
D3_8918459||	3910	4	4	0	No	dsDNAphage	1	Myoviridae	Yes	00018-contigs	Alphaproteobacteria
D4_1104102||	3910	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D1_106341||	3909	7	7	0	No	ssDNA	2	Microviridae	Yes	None	None
D1_5758603||	3909	9	0	0	No	dsDNAphage	0	Unknown	Yes	00039-contigs	Cyanobacteriia
D2_789276||	3909	2	0	2	No	ssDNA	0	Unknown	No	None	None
D1_5884659||	3908	6	1	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Gammaproteobacteria
D2_1954013||	3908	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4739387||	3907	11	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5927916||	3907	3	3	0	No	dsDNAphage	3	Autographiviridae	No	None	None
D2_3930012||	3907	6	0	0	No	ssDNA	0	Unknown	Yes	00004-contigs	Bacteroidia
D3_7124886||	3907	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D2_5297754||	3906	8	0	0	No	dsDNAphage	0	Unknown	Yes	00021-contigs	Bacteroidia
D3_2660321||	3906	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_1136160||	3905	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_5646975||	3905	7	5	0	No	ssDNA	0	Myoviridae	Yes	None	None
D3_1277288||	3904	4	1	0	No	dsDNAphage	1	Siphoviridae	Yes	None	None
D3_3909750||	3904	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_4761905||	3903	5	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_5718016||	3902	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_3271385||	3901	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_2152772||	3901	9	4	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_5528726||	3901	7	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_4248330||	3901	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7900565||	3901	11	4	0	No	dsDNAphage	0	Unknown	Yes	00022-contigs	Bacteroidia
D4_1802768||	3901	4	4	0	No	dsDNAphage	4	Autographiviridae	Yes	None	None
D1_2631759||	3900	14	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5333746||	3900	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_5244078||	3900	1	0	0	No	dsDNAphage	1	Unknown	No	00004-contigs	Bacteroidia
D3_6724815||	3900	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_5719710||	3899	9	6	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_9307215||	3899	5	1	1	Yes	dsDNAphage	1	Unknown	Yes	00040-contigs	Gammaproteobacteria
D4_2407574||	3899	1	0	0	No	dsDNAphage	1	Unknown	No	None	None
D2_3435448||	3898	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_4978996||	3898	4	0	0	No	ssDNA	0	Unknown	No	None	None
D3_2646808||	3898	3	1	0	No	ssDNA	0	Unknown	No	00065-contigs	Gammaproteobacteria
D4_3944070||	3898	3	1	0	No	dsDNAphage	1	Unknown	No	None	None
D4_2667405||	3897	5	1	0	No	ssDNA	0	Myoviridae	Yes	None	None
D4_5269114||	3896	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5356588||	3896	6	0	0	No	ssDNA	0	Unknown	Yes	00032-contigs	Cyanobacteriia
D3_3735302||	3895	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_249279||	3894	11	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_2561408||	3894	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_6187660||	3894	6	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6885215||	3893	3	1	0	No	dsDNAphage	1	Unknown	No	00002-contigs	Gammaproteobacteria
D3_7633182||	3893	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_7878009||	3893	7	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_8163130||	3893	3	0	2	No	dsDNAphage	1	Unknown	No	None	None
D3_3842143||	3892	3	3	0	No	dsDNAphage	1	Unknown	No	00005-contigs	Bacteroidia
D3_5231276||	3892	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1725196||	3891	10	1	3	Yes	dsDNAphage	1	Unknown	No	00009-contigs	Bacteroidia
D1_2959702||	3891	8	5	0	No	dsDNAphage	2	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_3620813||	3891	4	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D3_1196481||	3891	2	0	0	No	ssDNA	0	Unknown	No	00048-contigs	Cyanobacteriia
D3_9273015||	3891	8	0	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D4_5419807||	3891	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5904428||	3891	3	0	0	No	dsDNAphage	1	Unknown	No	None	None
D3_2570366||	3890	4	0	0	No	ssDNA	0	Unknown	Yes	00036-contigs	Gammaproteobacteria
D1_4385673||	3889	5	3	0	No	ssDNA	0	Autographiviridae	Yes	None	None
D2_4884804||	3888	3	2	0	No	dsDNAphage	1	Siphoviridae	No	None	None
D3_8674448||	3888	10	0	0	No	dsDNAphage	0	Unknown	Yes	00005-contigs	Bacteroidia
D1_2780211||	3887	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D2_7595261||	3887	4	1	0	No	dsDNAphage	0	Unknown	Yes	00033-contigs	Alphaproteobacteria
D3_9304328||	3887	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_9843647||	3886	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_739847||	3885	4	2	0	No	ssDNA	0	Unknown	Yes	None	None
D4_1547225||	3885	2	2	0	No	dsDNAphage	1	Autographiviridae	No	None	None
D4_5480528||	3885	4	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_1677578||	3883	7	0	0	No	ssDNA	0	Unknown	Yes	00062-contigs	Gammaproteobacteria
D4_106184||	3883	5	2	0	No	dsDNAphage	2	Siphoviridae	Yes	None	None
D2_2199301||	3882	2	2	0	No	dsDNAphage	2	Unknown	No	None	None
D3_2534037||	3882	4	0	0	No	dsDNAphage	0	Unknown	Yes	00048-contigs	Cyanobacteriia
D3_2619967||	3882	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_4070650||	3882	4	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5948567||	3882	12	2	3	Yes	dsDNAphage	2	Unknown	Yes	00010-contigs	Bacteroidia
D1_2661788||	3881	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D4_5398092||	3880	5	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4027443||	3879	6	3	0	No	dsDNAphage	3	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_7203672||	3879	6	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_541814||	3879	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D3_3997873||	3878	3	1	0	No	dsDNAphage	0	Unknown	No	None	None
D3_9646181||	3878	4	1	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D4_4216040||	3878	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_525925||	3878	3	1	0	No	dsDNAphage	1	Unknown	No	00028-contigs	Bacteroidia
D1_2047629||	3877	2	2	0	No	dsDNAphage	1	Autographiviridae	No	None	None
D2_2812362||	3877	5	0	0	No	ssDNA	0	Unknown	Yes	00002-contigs	Gammaproteobacteria
D3_357258||	3877	3	0	0	No	ssDNA	0	Siphoviridae	No	00023-contigs	Phycisphaerae
D3_4240553||	3877	3	0	0	No	dsDNAphage	0	Unknown	No	00055-contigs	Verrucomicrobiae
D4_6060524||	3877	1	0	0	No	dsDNAphage	1	Unknown	No	None	None
D2_622468||	3876	8	0	0	No	dsDNAphage	0	Unknown	Yes	00067-contigs	Bacteroidia
D1_3889468||	3875	9	3	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_5132864||	3873	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5799481||	3873	8	0	0	No	dsDNAphage	0	Unknown	No	None	None
D1_753758||	3873	8	0	0	No	ssDNA	0	Unknown	Yes	00015-contigs	Bacteroidia
D2_6610561||	3873	5	2	0	No	dsDNAphage	2	Unknown	Yes	00043-contigs	Verrucomicrobiae
D1_4955369||	3872	5	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_7136659||	3872	14	3	0	No	dsDNAphage	0	Podoviridae	Yes	None	None
D3_7490603||	3872	5	0	0	No	dsDNAphage	0	Unknown	No	None	None
D4_4934403||	3872	4	0	0	No	dsDNAphage	1	Unknown	Yes	00028-contigs	Bacteroidia
D3_9302164||	3871	6	0	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Bacteroidia
D1_1965288||	3869	2	0	0	No	ssDNA	0	Unknown	No	None	None
D1_573534||	3869	4	2	0	No	dsDNAphage	2	Siphoviridae	Yes	00036-contigs	Alphaproteobacteria
D3_394642||	3868	4	0	2	No	dsDNAphage	1	Unknown	No	None	None
D4_3222956||	3868	7	0	0	No	dsDNAphage	0	Unknown	Yes	00050-contigs	Cyanobacteriia
D1_3962141||	3867	3	0	1	No	ssDNA	0	Unknown	No	None	None
D2_3788_length_3867_cov_24.759620_g1555_i0||	3867	3	0	0	No	RNA	0	Unknown	No	None	None
D3_6623647||	3867	10	4	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_8781007||	3867	6	2	0	No	dsDNAphage	1	Unknown	Yes	00048-contigs	Cyanobacteriia
D4_5479147||	3867	4	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_3281983||	3866	4	0	0	No	dsDNAphage	0	Unknown	Yes	00054-contigs	Bacteroidia
D3_3664740||	3866	6	1	0	No	dsDNAphage	1	Unknown	Yes	00027-contigs	Bacteroidia
D3_4927434||	3866	4	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4831947||	3865	4	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_5105474||	3865	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_863888||	3865	3	1	0	No	dsDNAphage	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_3836659||	3863	6	1	0	No	dsDNAphage	1	Myoviridae	Yes	None	None
D2_6912444||	3863	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D2_7262100||	3863	5	0	0	No	dsDNAphage	1	Unknown	Yes	00007-contigs	Gammaproteobacteria
D1_4267801||	3862	6	0	0	No	ssDNA	0	Unknown	Yes	00045-contigs	Alphaproteobacteria
D1_4310924||	3862	5	2	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_8787748||	3862	3	0	0	No	ssDNA	0	Unknown	No	None	None
D2_8539386||	3861	5	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_2517003||	3860	11	1	1	No	dsDNAphage	0	Unknown	Yes	00009-contigs	Bacteroidia
D1_5892246||	3858	6	0	0	No	dsDNAphage	2	Unknown	No	None	None
D3_4547287||	3858	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D3_953237||	3858	7	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_5810604||	3857	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_1883251||	3857	4	4	0	No	dsDNAphage	2	Unknown	Yes	00003-contigs	Bacteroidia
D1_5519356||	3856	7	0	0	No	ssDNA	0	Unknown	Yes	00003-contigs	Bacteroidia
D2_1265570||	3856	7	0	0	No	ssDNA	0	Siphoviridae	Yes	00005-contigs	Bacteroidia
D3_1515087||	3856	5	3	0	No	dsDNAphage	2	Myoviridae	Yes	None	None
D3_6789639||	3856	7	0	0	No	ssDNA	0	Siphoviridae	Yes	00004-contigs	Bacteroidia
D2_1553926||	3855	6	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_4542542||	3855	11	1	0	No	dsDNAphage	0	Unknown	Yes	00023-contigs	Gammaproteobacteria
D1_3430524||	3854	3	0	0	No	ssDNA	0	Unknown	No	00047-contigs	Gammaproteobacteria
D3_4722220||	3854	6	3	0	No	dsDNAphage	1	Podoviridae	Yes	00048-contigs	Cyanobacteriia
D1_2529140||	3852	6	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_4137271||	3852	5	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_4368278||	3852	9	0	0	No	dsDNAphage	0	Myoviridae	Yes	00065-contigs	Gammaproteobacteria
D4_3457549||	3852	9	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_4048671||	3850	8	1	0	No	dsDNAphage	0	Unknown	Yes	00076-contigs	Cyanobacteriia
D3_6408139||	3850	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_6665831||	3849	6	1	0	No	dsDNAphage	1	Unknown	Yes	00004-contigs	Bacteroidia
D3_9017121||	3849	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D2_50290||	3848	12	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_1779983||	3848	7	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_2876038||	3847	3	1	0	No	dsDNAphage	1	Myoviridae	No	None	None
D2_717476||	3847	6	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_5045016||	3847	4	0	0	No	dsDNAphage	0	Unknown	Yes	00010-contigs	Bacteroidia
D3_3673116||	3846	9	5	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_3406435||	3846	7	1	0	No	ssDNA	0	Myoviridae	Yes	00023-contigs	Gammaproteobacteria
D1_530635||	3845	4	1	0	No	dsDNAphage	1	Unknown	No	00009-contigs	Bacteroidia
D1_1783101||	3844	3	0	0	No	ssDNA	0	Unknown	No	00005-contigs	Bacteroidia
D1_2634002||	3844	7	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_994581||	3844	3	0	0	No	dsDNAphage	1	Unknown	No	00029-contigs	Phycisphaerae
D3_6223357||	3844	7	0	0	No	dsDNAphage	0	Unknown	Yes	00035-contigs	Alphaproteobacteria
D1_2588865||	3843	8	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_6123826||	3843	6	1	0	No	dsDNAphage	1	Unknown	Yes	00026-contigs	Desulfobulbia
D1_930725||	3843	5	0	0	No	ssDNA	0	Myoviridae	Yes	00054-contigs	Gracilibacteria
D2_1134773||	3843	5	0	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_1512942||	3842	2	2	0	No	dsDNAphage	1	Autographiviridae	No	None	None
D2_7406969||	3842	8	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_2307982||	3842	9	0	0	No	dsDNAphage	0	Unknown	Yes	00028-contigs	Bacteroidia
D1_3035610||	3841	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3773854||	3841	6	0	0	No	ssDNA	0	Unknown	Yes	00054-contigs	Bacteroidia
D3_7137091||	3841	6	3	0	No	dsDNAphage	0	Unknown	Yes	00022-contigs	Bacteroidia
D3_9066655||	3841	8	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2859405||	3840	7	2	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D2_3454918||	3840	3	2	0	No	dsDNAphage	1	Unknown	No	None	None
D2_499338||	3840	4	2	0	No	dsDNAphage	3	Podoviridae	Yes	None	None
D3_184719||	3840	4	0	0	No	ssDNA	0	Unknown	Yes	00064-contigs	Cyanobacteriia
D4_216912||	3840	11	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_713104||	3839	9	1	0	No	dsDNAphage	0	Unknown	Yes	00004-contigs	Bacteroidia
D3_3716_length_3839_cov_178.035316_g1366_i0||	3839	4	1	0	No	RNA	1	Unknown	Yes	00027-contigs	Bacteroidia
D3_3717_length_3839_cov_94.281731_g1366_i1||	3839	4	1	0	No	RNA	1	Unknown	Yes	None	None
D4_5407210||	3839	3	0	0	No	ssDNA	0	Unknown	No	00005-contigs	Bacteroidia
D1_4035806||	3838	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_4760833||	3838	6	2	0	No	ssDNA	0	Unknown	Yes	None	None
D1_2914181||	3837	4	0	0	No	ssDNA	0	Unknown	Yes	00041-contigs	Alphaproteobacteria
D2_2180997||	3837	3	0	0	No	dsDNAphage	0	Myoviridae	No	00016-contigs	Cyanobacteriia
D2_6180949||	3837	3	0	0	No	ssDNA	0	Unknown	No	00014-contigs	Bacteroidia
D3_1454875||	3837	10	3	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_7436409||	3837	6	0	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5507141||	3837	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D1_4800992||	3836	4	0	0	No	dsDNAphage	1	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_5956216||	3836	10	2	0	No	dsDNAphage	0	Unknown	Yes	None	None
D4_4099783||	3835	4	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_459490||	3834	10	2	0	No	dsDNAphage	0	Unknown	Yes	00051-contigs	Verrucomicrobiae
D3_1560382||	3833	5	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D4_1813892||	3833	5	1	0	No	ssDNA	0	Unknown	Yes	None	None
D4_5364159||	3833	4	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_1509197||	3832	1	1	0	No	dsDNAphage	1	Myoviridae	No	None	None
D3_7652302||	3832	7	1	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Bacteroidia
D3_9933893||	3832	5	3	0	No	dsDNAphage	2	Siphoviridae	Yes	None	None
D1_2419936||	3831	2	1	0	No	ssDNA	0	Unknown	No	00014-contigs	Cyanobacteriia
D2_2409419||	3831	3	2	0	No	dsDNAphage	2	Siphoviridae	No	00015-contigs	Alphaproteobacteria
D3_2086020||	3831	7	2	0	No	dsDNAphage	0	Siphoviridae	Yes	None	None
D4_3437685||	3831	11	0	0	No	dsDNAphage	0	Unknown	Yes	00010-contigs	Bacteroidia
D2_3833_length_3830_cov_17.978440_g1575_i0||	3830	4	1	0	No	RNA	1	Unknown	Yes	None	None
D1_2361855||	3829	12	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_3768165||	3829	5	1	0	No	dsDNAphage	2	Unknown	Yes	None	None
D2_5250923||	3829	3	1	0	No	dsDNAphage	0	Unknown	No	00020-contigs	Cyanobacteriia
D2_6984197||	3829	4	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D3_3982533||	3829	9	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_1116644||	3828	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D3_7113785||	3828	3	0	1	No	ssDNA	0	Unknown	No	00055-contigs	Verrucomicrobiae
D1_4175137||	3827	7	0	0	No	dsDNAphage	2	Unknown	Yes	None	None
D3_6632353||	3827	7	2	0	No	dsDNAphage	1	Unknown	Yes	00075-contigs	Proteobacteria
D3_7838048||	3827	2	1	0	No	dsDNAphage	1	Unknown	No	None	None
D3_3888354||	3825	2	1	0	No	dsDNAphage	2	Unknown	No	None	None
D3_5554717||	3825	4	1	0	No	dsDNAphage	1	Unknown	Yes	00022-contigs	Bacteroidia
D4_2131824||	3825	6	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D4_5338781||	3825	7	1	0	No	dsDNAphage	1	Unknown	Yes	None	None
D1_1301063||	3824	6	2	0	No	dsDNAphage	1	Unknown	Yes	None	None
D2_1524563||	3824	6	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
D3_1878082||	3824	4	0	0	No	dsDNAphage	0	Unknown	Yes	00075-contigs	Proteobacteria
D4_4545953||	3824	7	3	0	No	ssDNA	0	Unknown	Yes	00003-contigs	Bacteroidia
D3_1132060||	3823	4	3	0	No	dsDNAphage	2	Unknown	Yes	00065-contigs	Gammaproteobacteria
D4_1512021||	3823	5	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_4450518||	3821	7	0	0	No	ssDNA	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D4_2303706||	3821	5	0	0	No	ssDNA	0	Unknown	Yes	None	None
D3_4736076||	3820	6	0	0	No	ssDNA	0	Unknown	Yes	00005-contigs	Bacteroidia
D3_3681855||	3819	3	0	0	No	dsDNAphage	0	Unknown	No	None	None
D4_5667175||	3819	12	3	0	No	dsDNAphage	0	Unknown	Yes	00011-contigs	Alphaproteobacteria
D4_880278||	3819	5	2	0	No	ssDNA	0	Unknown	Yes	None	None
D1_438611||	3818	3	0	0	No	ssDNA	0	Unknown	No	00023-contigs	Alphaproteobacteria
D3_4263502||	3818	3	2	0	No	dsDNAphage	2	Unknown	No	00075-contigs	Proteobacteria
D3_8458551||	3818	3	2	0	No	dsDNAphage	1	Unknown	No	00075-contigs	Proteobacteria
D4_4541553||	3817	6	4	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D1_247316||	3816	3	1	0	No	dsDNAphage	2	Unknown	No	None	None
D1_4621_length_3816_cov_49.075341_g1890_i0||	3816	5	0	0	No	RNA	0	Unknown	Yes	00055-contigs	Cyanobacteriia
D2_3100831||	3816	7	1	0	No	dsDNAphage	0	Unknown	Yes	00001-contigs	Gammaproteobacteria
D3_2124538||	3816	7	1	0	No	dsDNAphage	0	Siphoviridae	Yes	00019-contigs	Gammaproteobacteria
D4_3500055||	3816	7	4	0	No	dsDNAphage	0	Myoviridae	Yes	None	None
D3_7369909||	3815	6	3	0	No	dsDNAphage	2	Unknown	Yes	None	None
D1_1526159||	3813	4	0	0	No	dsDNAphage	0	Unknown	Yes	None	None
D1_2169846||	3813	3	0	3	No	ssDNA	0	Unknown	No	00009-contigs	Bacteroidia
D1_4055895||	3812	4	0	0	No	dsDNAphage	0	Unknown	Yes	00014-contigs	Cyanobacteriia
D1_5831586||	3812	8	1	1	Yes	dsDNAphage	1	Siphoviridae	Yes	00009-contigs	Bacteroidia
D2_5590826||	3812	2	0	2	No	ssDNA	0	Unknown	No	00002-contigs	Gammaproteobacteria
D4_5832130||	3812	2	1	0	No	dsDNAphage	2	Unknown	No	00003-contigs	Bacteroidia
D1_2943817||	3811	8	1	0	No	dsDNAphage	0	Unknown	Yes	None	None
D2_1231379||	3811	7	0	0	No	ssDNA	0	Unknown	Yes	00020-contigs	Cyanobacteriia
